Device,Day,Hour,Type,Sub-Type,Value
TES,331,16,State of Charge,/,7.28
TES,331,17,Charge/Discharge,/,-8.59
TES,331,17,State of Charge,/,10.79
TES,331,18,Charge/Discharge,/,-0.34
TES,331,18,State of Charge,/,9.17
TES,331,19,Charge/Discharge,/,-1.08
TES,331,19,State of Charge,/,6.34
TES,331,20,Charge/Discharge,/,3.56
TES,331,20,State of Charge,/,9.38
TES,331,21,Charge/Discharge,/,2.4
TES,331,21,State of Charge,/,9.91
TES,331,22,Charge/Discharge,/,1.25
TES,331,22,State of Charge,/,10.6
TES,331,23,Charge/Discharge,/,3.09
TES,331,23,State of Charge,/,10.63
TES,332,0,Charge/Discharge,/,-3.57
TES,332,0,State of Charge,/,10.5
TES,332,1,Charge/Discharge,/,3.75
TES,332,1,State of Charge,/,9.84
TES,332,2,Charge/Discharge,/,0.11
TES,332,2,State of Charge,/,8.81
TES,332,3,Charge/Discharge,/,-10.53
TES,332,3,State of Charge,/,7.58
TES,332,4,Charge/Discharge,/,0.0
TES,332,4,State of Charge,/,5.72
TES,332,5,Charge/Discharge,/,0.0
TES,332,5,State of Charge,/,3.56
TES,332,6,Charge/Discharge,/,0.0
TES,332,6,State of Charge,/,-0.0
TES,332,7,Charge/Discharge,/,0.0
TES,332,7,State of Charge,/,0.0
TES,332,8,Charge/Discharge,/,0.0
TES,332,8,State of Charge,/,1.07
TES,332,9,Charge/Discharge,/,0.0
TES,332,9,State of Charge,/,-0.0
TES,332,10,Charge/Discharge,/,0.0
TES,332,10,State of Charge,/,0.0
TES,332,11,Charge/Discharge,/,0.0
TES,332,11,State of Charge,/,0.0
TES,332,12,Charge/Discharge,/,-0.0
TES,332,12,State of Charge,/,0.0
TES,332,13,Charge/Discharge,/,0.0
TES,332,13,State of Charge,/,0.0
TES,332,14,Charge/Discharge,/,-0.0
TES,332,14,State of Charge,/,0.78
TES,332,15,Charge/Discharge,/,5.0
TES,332,15,State of Charge,/,3.2
TES,332,16,Charge/Discharge,/,5.72
TES,332,16,State of Charge,/,7.28
TES,332,17,Charge/Discharge,/,-8.59
TES,332,17,State of Charge,/,10.79
TES,332,18,Charge/Discharge,/,-0.34
TES,332,18,State of Charge,/,9.17
TES,332,19,Charge/Discharge,/,-1.08
TES,332,19,State of Charge,/,6.34
TES,332,20,Charge/Discharge,/,3.56
TES,332,20,State of Charge,/,9.38
TES,332,21,Charge/Discharge,/,2.4
TES,332,21,State of Charge,/,9.91
TES,332,22,Charge/Discharge,/,1.25
TES,332,22,State of Charge,/,10.6
TES,332,23,Charge/Discharge,/,3.09
TES,332,23,State of Charge,/,10.63
TES,333,0,Charge/Discharge,/,-3.57
TES,333,0,State of Charge,/,10.5
TES,333,1,Charge/Discharge,/,3.75
TES,333,1,State of Charge,/,9.84
TES,333,2,Charge/Discharge,/,0.11
TES,333,2,State of Charge,/,8.81
TES,333,3,Charge/Discharge,/,-10.53
TES,333,3,State of Charge,/,7.58
TES,333,4,Charge/Discharge,/,0.0
TES,333,4,State of Charge,/,5.72
TES,333,5,Charge/Discharge,/,0.0
TES,333,5,State of Charge,/,3.56
TES,333,6,Charge/Discharge,/,0.0
TES,333,6,State of Charge,/,-0.0
TES,333,7,Charge/Discharge,/,0.0
TES,333,7,State of Charge,/,0.0
TES,333,8,Charge/Discharge,/,0.0
TES,333,8,State of Charge,/,1.07
TES,333,9,Charge/Discharge,/,0.0
TES,333,9,State of Charge,/,-0.0
TES,333,10,Charge/Discharge,/,0.0
TES,333,10,State of Charge,/,0.0
TES,333,11,Charge/Discharge,/,0.0
TES,333,11,State of Charge,/,0.0
TES,333,12,Charge/Discharge,/,-0.0
TES,333,12,State of Charge,/,0.0
TES,333,13,Charge/Discharge,/,0.0
TES,333,13,State of Charge,/,0.0
TES,333,14,Charge/Discharge,/,-0.0
TES,333,14,State of Charge,/,0.78
TES,333,15,Charge/Discharge,/,5.0
TES,333,15,State of Charge,/,3.2
TES,333,16,Charge/Discharge,/,5.72
TES,333,16,State of Charge,/,7.28
TES,333,17,Charge/Discharge,/,-8.59
TES,333,17,State of Charge,/,10.79
TES,333,18,Charge/Discharge,/,-0.34
TES,333,18,State of Charge,/,9.17
TES,333,19,Charge/Discharge,/,-1.08
TES,333,19,State of Charge,/,6.34
TES,333,20,Charge/Discharge,/,3.56
TES,333,20,State of Charge,/,9.38
TES,333,21,Charge/Discharge,/,2.4
TES,333,21,State of Charge,/,9.91
TES,333,22,Charge/Discharge,/,1.25
TES,333,22,State of Charge,/,10.6
TES,333,23,Charge/Discharge,/,3.09
TES,333,23,State of Charge,/,10.63
TES,334,0,Charge/Discharge,/,-0.02
TES,334,0,State of Charge,/,10.5
TES,334,1,Charge/Discharge,/,-0.55
TES,334,1,State of Charge,/,9.84
TES,334,2,Charge/Discharge,/,-0.94
TES,334,2,State of Charge,/,8.81
TES,334,3,Charge/Discharge,/,-1.14
TES,334,3,State of Charge,/,7.58
TES,334,4,Charge/Discharge,/,-1.79
TES,334,4,State of Charge,/,5.72
TES,334,5,Charge/Discharge,/,-2.1
TES,334,5,State of Charge,/,3.56
TES,334,6,Charge/Discharge,/,-3.52
TES,334,6,State of Charge,/,0.0
TES,334,7,Charge/Discharge,/,0.0
TES,334,7,State of Charge,/,0.0
TES,334,8,Charge/Discharge,/,1.07
TES,334,8,State of Charge,/,1.07
TES,334,9,Charge/Discharge,/,-1.06
TES,334,9,State of Charge,/,0.0
TES,334,10,Charge/Discharge,/,0.0
TES,334,10,State of Charge,/,0.0
TES,334,11,Charge/Discharge,/,0.0
TES,334,11,State of Charge,/,0.0
TES,334,12,Charge/Discharge,/,-0.0
TES,334,12,State of Charge,/,0.0
TES,334,13,Charge/Discharge,/,0.0
TES,334,13,State of Charge,/,0.0
TES,334,14,Charge/Discharge,/,0.78
TES,334,14,State of Charge,/,0.78
TES,334,15,Charge/Discharge,/,2.43
TES,334,15,State of Charge,/,3.2
TES,334,16,Charge/Discharge,/,4.11
TES,334,16,State of Charge,/,7.28
TES,334,17,Charge/Discharge,/,3.59
TES,334,17,State of Charge,/,10.79
TES,334,18,Charge/Discharge,/,-1.51
TES,334,18,State of Charge,/,9.17
TES,334,19,Charge/Discharge,/,-2.74
TES,334,19,State of Charge,/,6.34
TES,334,20,Charge/Discharge,/,3.1
TES,334,20,State of Charge,/,9.38
TES,334,21,Charge/Discharge,/,0.63
TES,334,21,State of Charge,/,9.91
TES,334,22,Charge/Discharge,/,0.79
TES,334,22,State of Charge,/,10.6
TES,334,23,Charge/Discharge,/,0.13
TES,334,23,State of Charge,/,10.63
TES,335,0,Charge/Discharge,/,-0.02
TES,335,0,State of Charge,/,10.5
TES,335,1,Charge/Discharge,/,-0.55
TES,335,1,State of Charge,/,9.84
TES,335,2,Charge/Discharge,/,-0.94
TES,335,2,State of Charge,/,8.81
TES,335,3,Charge/Discharge,/,-1.14
TES,335,3,State of Charge,/,7.58
TES,335,4,Charge/Discharge,/,-1.79
TES,335,4,State of Charge,/,5.72
TES,335,5,Charge/Discharge,/,-2.1
TES,335,5,State of Charge,/,3.56
TES,335,6,Charge/Discharge,/,-3.52
TES,335,6,State of Charge,/,0.0
TES,335,7,Charge/Discharge,/,0.0
TES,335,7,State of Charge,/,0.0
TES,335,8,Charge/Discharge,/,1.07
TES,335,8,State of Charge,/,1.07
TES,335,9,Charge/Discharge,/,-1.06
TES,335,9,State of Charge,/,0.0
TES,335,10,Charge/Discharge,/,0.0
TES,335,10,State of Charge,/,0.0
TES,335,11,Charge/Discharge,/,0.0
TES,335,11,State of Charge,/,0.0
TES,335,12,Charge/Discharge,/,-0.0
TES,335,12,State of Charge,/,0.0
TES,335,13,Charge/Discharge,/,0.0
TES,335,13,State of Charge,/,0.0
TES,335,14,Charge/Discharge,/,0.78
TES,335,14,State of Charge,/,0.78
TES,335,15,Charge/Discharge,/,2.43
TES,335,15,State of Charge,/,3.2
TES,335,16,Charge/Discharge,/,4.11
TES,335,16,State of Charge,/,7.28
TES,335,17,Charge/Discharge,/,3.59
TES,335,17,State of Charge,/,10.79
TES,335,18,Charge/Discharge,/,-1.51
TES,335,18,State of Charge,/,9.17
TES,335,19,Charge/Discharge,/,-2.74
TES,335,19,State of Charge,/,6.34
TES,335,20,Charge/Discharge,/,3.1
TES,335,20,State of Charge,/,9.38
TES,335,21,Charge/Discharge,/,0.63
TES,335,21,State of Charge,/,9.91
TES,335,22,Charge/Discharge,/,0.79
TES,335,22,State of Charge,/,10.6
TES,335,23,Charge/Discharge,/,0.13
TES,335,23,State of Charge,/,10.63
TES,336,0,Charge/Discharge,/,-0.02
TES,336,0,State of Charge,/,10.5
TES,336,1,Charge/Discharge,/,-0.55
TES,336,1,State of Charge,/,9.84
TES,336,2,Charge/Discharge,/,-0.94
TES,336,2,State of Charge,/,8.81
TES,336,3,Charge/Discharge,/,-1.14
TES,336,3,State of Charge,/,7.58
TES,336,4,Charge/Discharge,/,-1.79
TES,336,4,State of Charge,/,5.72
TES,336,5,Charge/Discharge,/,-2.1
TES,336,5,State of Charge,/,3.56
TES,336,6,Charge/Discharge,/,-3.52
TES,336,6,State of Charge,/,0.0
TES,336,7,Charge/Discharge,/,0.0
TES,336,7,State of Charge,/,0.0
TES,336,8,Charge/Discharge,/,1.07
TES,336,8,State of Charge,/,1.07
TES,336,9,Charge/Discharge,/,-1.06
TES,336,9,State of Charge,/,0.0
TES,336,10,Charge/Discharge,/,0.0
TES,336,10,State of Charge,/,0.0
TES,336,11,Charge/Discharge,/,0.0
TES,336,11,State of Charge,/,0.0
TES,336,12,Charge/Discharge,/,-0.0
TES,336,12,State of Charge,/,0.0
TES,336,13,Charge/Discharge,/,0.0
TES,336,13,State of Charge,/,0.0
TES,336,14,Charge/Discharge,/,0.78
TES,336,14,State of Charge,/,0.78
TES,336,15,Charge/Discharge,/,2.43
TES,336,15,State of Charge,/,3.2
TES,336,16,Charge/Discharge,/,4.11
TES,336,16,State of Charge,/,7.28
TES,336,17,Charge/Discharge,/,3.59
TES,336,17,State of Charge,/,10.79
TES,336,18,Charge/Discharge,/,-1.51
TES,336,18,State of Charge,/,9.17
TES,336,19,Charge/Discharge,/,-2.74
TES,336,19,State of Charge,/,6.34
TES,336,20,Charge/Discharge,/,3.1
TES,336,20,State of Charge,/,9.38
TES,336,21,Charge/Discharge,/,0.63
TES,336,21,State of Charge,/,9.91
TES,336,22,Charge/Discharge,/,0.79
TES,336,22,State of Charge,/,10.6
TES,336,23,Charge/Discharge,/,0.13
TES,336,23,State of Charge,/,10.63
TES,337,0,Charge/Discharge,/,-0.02
TES,337,0,State of Charge,/,10.5
TES,337,1,Charge/Discharge,/,-0.55
TES,337,1,State of Charge,/,9.84
TES,337,2,Charge/Discharge,/,-0.94
TES,337,2,State of Charge,/,8.81
TES,337,3,Charge/Discharge,/,-1.14
TES,337,3,State of Charge,/,7.58
TES,337,4,Charge/Discharge,/,-1.79
TES,337,4,State of Charge,/,5.72
TES,337,5,Charge/Discharge,/,-2.1
TES,337,5,State of Charge,/,3.56
TES,337,6,Charge/Discharge,/,-3.52
TES,337,6,State of Charge,/,0.0
TES,337,7,Charge/Discharge,/,0.0
TES,337,7,State of Charge,/,0.0
TES,337,8,Charge/Discharge,/,1.07
TES,337,8,State of Charge,/,1.07
TES,337,9,Charge/Discharge,/,-1.06
TES,337,9,State of Charge,/,0.0
TES,337,10,Charge/Discharge,/,0.0
TES,337,10,State of Charge,/,0.0
TES,337,11,Charge/Discharge,/,0.0
TES,337,11,State of Charge,/,0.0
TES,337,12,Charge/Discharge,/,-0.0
TES,337,12,State of Charge,/,0.0
TES,337,13,Charge/Discharge,/,0.0
TES,337,13,State of Charge,/,0.0
TES,337,14,Charge/Discharge,/,0.78
TES,337,14,State of Charge,/,0.78
TES,337,15,Charge/Discharge,/,2.43
TES,337,15,State of Charge,/,3.2
TES,337,16,Charge/Discharge,/,4.11
TES,337,16,State of Charge,/,7.28
TES,337,17,Charge/Discharge,/,3.59
TES,337,17,State of Charge,/,10.79
TES,337,18,Charge/Discharge,/,-1.51
TES,337,18,State of Charge,/,9.17
TES,337,19,Charge/Discharge,/,-2.74
TES,337,19,State of Charge,/,6.34
TES,337,20,Charge/Discharge,/,3.1
TES,337,20,State of Charge,/,9.38
TES,337,21,Charge/Discharge,/,0.63
TES,337,21,State of Charge,/,9.91
TES,337,22,Charge/Discharge,/,0.79
TES,337,22,State of Charge,/,10.6
TES,337,23,Charge/Discharge,/,0.13
TES,337,23,State of Charge,/,10.63
TES,338,0,Charge/Discharge,/,-3.57
TES,338,0,State of Charge,/,10.5
TES,338,1,Charge/Discharge,/,3.75
TES,338,1,State of Charge,/,9.84
TES,338,2,Charge/Discharge,/,0.11
TES,338,2,State of Charge,/,8.81
TES,338,3,Charge/Discharge,/,-10.53
TES,338,3,State of Charge,/,7.58
TES,338,4,Charge/Discharge,/,0.0
TES,338,4,State of Charge,/,5.72
TES,338,5,Charge/Discharge,/,0.0
TES,338,5,State of Charge,/,3.56
TES,338,6,Charge/Discharge,/,0.0
TES,338,6,State of Charge,/,-0.0
TES,338,7,Charge/Discharge,/,0.0
TES,338,7,State of Charge,/,0.0
TES,338,8,Charge/Discharge,/,0.0
TES,338,8,State of Charge,/,1.07
TES,338,9,Charge/Discharge,/,0.0
TES,338,9,State of Charge,/,-0.0
TES,338,10,Charge/Discharge,/,0.0
TES,338,10,State of Charge,/,0.0
TES,338,11,Charge/Discharge,/,0.0
TES,338,11,State of Charge,/,0.0
TES,338,12,Charge/Discharge,/,-0.0
TES,338,12,State of Charge,/,0.0
TES,338,13,Charge/Discharge,/,0.0
TES,338,13,State of Charge,/,0.0
TES,338,14,Charge/Discharge,/,-0.0
TES,338,14,State of Charge,/,0.78
TES,338,15,Charge/Discharge,/,5.0
TES,338,15,State of Charge,/,3.2
TES,338,16,Charge/Discharge,/,5.72
TES,338,16,State of Charge,/,7.28
TES,338,17,Charge/Discharge,/,-8.59
TES,338,17,State of Charge,/,10.79
TES,338,18,Charge/Discharge,/,-0.34
TES,338,18,State of Charge,/,9.17
TES,338,19,Charge/Discharge,/,-1.08
TES,338,19,State of Charge,/,6.34
TES,338,20,Charge/Discharge,/,3.56
TES,338,20,State of Charge,/,9.38
TES,338,21,Charge/Discharge,/,2.4
TES,338,21,State of Charge,/,9.91
TES,338,22,Charge/Discharge,/,1.25
TES,338,22,State of Charge,/,10.6
TES,338,23,Charge/Discharge,/,3.09
TES,338,23,State of Charge,/,10.63
TES,339,0,Charge/Discharge,/,-3.57
TES,339,0,State of Charge,/,10.5
TES,339,1,Charge/Discharge,/,3.75
TES,339,1,State of Charge,/,9.84
TES,339,2,Charge/Discharge,/,0.11
TES,339,2,State of Charge,/,8.81
TES,339,3,Charge/Discharge,/,-10.53
TES,339,3,State of Charge,/,7.58
TES,339,4,Charge/Discharge,/,0.0
TES,339,4,State of Charge,/,5.72
TES,339,5,Charge/Discharge,/,0.0
TES,339,5,State of Charge,/,3.56
TES,339,6,Charge/Discharge,/,0.0
TES,339,6,State of Charge,/,-0.0
TES,339,7,Charge/Discharge,/,0.0
TES,339,7,State of Charge,/,0.0
TES,339,8,Charge/Discharge,/,0.0
TES,339,8,State of Charge,/,1.07
TES,339,9,Charge/Discharge,/,0.0
TES,339,9,State of Charge,/,-0.0
TES,339,10,Charge/Discharge,/,0.0
TES,339,10,State of Charge,/,0.0
TES,339,11,Charge/Discharge,/,0.0
TES,339,11,State of Charge,/,0.0
TES,339,12,Charge/Discharge,/,-0.0
TES,339,12,State of Charge,/,0.0
TES,339,13,Charge/Discharge,/,0.0
TES,339,13,State of Charge,/,0.0
TES,339,14,Charge/Discharge,/,-0.0
TES,339,14,State of Charge,/,0.78
TES,339,15,Charge/Discharge,/,5.0
TES,339,15,State of Charge,/,3.2
TES,339,16,Charge/Discharge,/,5.72
TES,339,16,State of Charge,/,7.28
TES,339,17,Charge/Discharge,/,-8.59
TES,339,17,State of Charge,/,10.79
TES,339,18,Charge/Discharge,/,-0.34
TES,339,18,State of Charge,/,9.17
TES,339,19,Charge/Discharge,/,-1.08
TES,339,19,State of Charge,/,6.34
TES,339,20,Charge/Discharge,/,3.56
TES,339,20,State of Charge,/,9.38
TES,339,21,Charge/Discharge,/,2.4
TES,339,21,State of Charge,/,9.91
TES,339,22,Charge/Discharge,/,1.25
TES,339,22,State of Charge,/,10.6
TES,339,23,Charge/Discharge,/,3.09
TES,339,23,State of Charge,/,10.63
TES,340,0,Charge/Discharge,/,-0.02
TES,340,0,State of Charge,/,10.5
TES,340,1,Charge/Discharge,/,-0.55
TES,340,1,State of Charge,/,9.84
TES,340,2,Charge/Discharge,/,-0.94
TES,340,2,State of Charge,/,8.81
TES,340,3,Charge/Discharge,/,-1.14
TES,340,3,State of Charge,/,7.58
TES,340,4,Charge/Discharge,/,-1.79
TES,340,4,State of Charge,/,5.72
TES,340,5,Charge/Discharge,/,-2.1
TES,340,5,State of Charge,/,3.56
TES,340,6,Charge/Discharge,/,-3.52
TES,340,6,State of Charge,/,0.0
TES,340,7,Charge/Discharge,/,0.0
TES,340,7,State of Charge,/,0.0
TES,340,8,Charge/Discharge,/,1.07
TES,340,8,State of Charge,/,1.07
TES,340,9,Charge/Discharge,/,-1.06
TES,340,9,State of Charge,/,0.0
TES,340,10,Charge/Discharge,/,0.0
TES,340,10,State of Charge,/,0.0
TES,340,11,Charge/Discharge,/,0.0
TES,340,11,State of Charge,/,0.0
TES,340,12,Charge/Discharge,/,-0.0
TES,340,12,State of Charge,/,0.0
TES,340,13,Charge/Discharge,/,0.0
TES,340,13,State of Charge,/,0.0
TES,340,14,Charge/Discharge,/,0.78
TES,340,14,State of Charge,/,0.78
TES,340,15,Charge/Discharge,/,2.43
TES,340,15,State of Charge,/,3.2
TES,340,16,Charge/Discharge,/,4.11
TES,340,16,State of Charge,/,7.28
TES,340,17,Charge/Discharge,/,3.59
TES,340,17,State of Charge,/,10.79
TES,340,18,Charge/Discharge,/,-1.51
TES,340,18,State of Charge,/,9.17
TES,340,19,Charge/Discharge,/,-2.74
TES,340,19,State of Charge,/,6.34
TES,340,20,Charge/Discharge,/,3.1
TES,340,20,State of Charge,/,9.38
TES,340,21,Charge/Discharge,/,0.63
TES,340,21,State of Charge,/,9.91
TES,340,22,Charge/Discharge,/,0.79
TES,340,22,State of Charge,/,10.6
TES,340,23,Charge/Discharge,/,0.13
TES,340,23,State of Charge,/,10.63
TES,341,0,Charge/Discharge,/,-3.57
TES,341,0,State of Charge,/,10.5
TES,341,1,Charge/Discharge,/,3.75
TES,341,1,State of Charge,/,9.84
TES,341,2,Charge/Discharge,/,0.11
TES,341,2,State of Charge,/,8.81
TES,341,3,Charge/Discharge,/,-10.53
TES,341,3,State of Charge,/,7.58
TES,341,4,Charge/Discharge,/,0.0
TES,341,4,State of Charge,/,5.72
TES,341,5,Charge/Discharge,/,0.0
TES,341,5,State of Charge,/,3.56
TES,341,6,Charge/Discharge,/,0.0
TES,341,6,State of Charge,/,-0.0
TES,341,7,Charge/Discharge,/,0.0
TES,341,7,State of Charge,/,0.0
TES,341,8,Charge/Discharge,/,0.0
TES,341,8,State of Charge,/,1.07
TES,341,9,Charge/Discharge,/,0.0
TES,341,9,State of Charge,/,-0.0
TES,341,10,Charge/Discharge,/,0.0
TES,341,10,State of Charge,/,0.0
TES,341,11,Charge/Discharge,/,0.0
TES,341,11,State of Charge,/,0.0
TES,341,12,Charge/Discharge,/,-0.0
TES,341,12,State of Charge,/,0.0
TES,341,13,Charge/Discharge,/,0.0
TES,341,13,State of Charge,/,0.0
TES,341,14,Charge/Discharge,/,-0.0
TES,341,14,State of Charge,/,0.78
TES,341,15,Charge/Discharge,/,5.0
TES,341,15,State of Charge,/,3.2
TES,341,16,Charge/Discharge,/,5.72
TES,341,16,State of Charge,/,7.28
TES,341,17,Charge/Discharge,/,-8.59
TES,341,17,State of Charge,/,10.79
TES,341,18,Charge/Discharge,/,-0.34
TES,341,18,State of Charge,/,9.17
TES,341,19,Charge/Discharge,/,-1.08
TES,341,19,State of Charge,/,6.34
TES,341,20,Charge/Discharge,/,3.56
TES,341,20,State of Charge,/,9.38
TES,341,21,Charge/Discharge,/,2.4
TES,341,21,State of Charge,/,9.91
TES,341,22,Charge/Discharge,/,1.25
TES,341,22,State of Charge,/,10.6
TES,341,23,Charge/Discharge,/,3.09
TES,341,23,State of Charge,/,10.63
TES,342,0,Charge/Discharge,/,-3.57
TES,342,0,State of Charge,/,10.5
TES,342,1,Charge/Discharge,/,3.75
TES,342,1,State of Charge,/,9.84
TES,342,2,Charge/Discharge,/,0.11
TES,342,2,State of Charge,/,8.81
TES,342,3,Charge/Discharge,/,-10.53
TES,342,3,State of Charge,/,7.58
TES,342,4,Charge/Discharge,/,0.0
TES,342,4,State of Charge,/,5.72
TES,342,5,Charge/Discharge,/,0.0
TES,342,5,State of Charge,/,3.56
TES,342,6,Charge/Discharge,/,0.0
TES,342,6,State of Charge,/,-0.0
TES,342,7,Charge/Discharge,/,0.0
TES,342,7,State of Charge,/,0.0
TES,342,8,Charge/Discharge,/,0.0
TES,342,8,State of Charge,/,1.07
TES,342,9,Charge/Discharge,/,0.0
TES,342,9,State of Charge,/,-0.0
TES,342,10,Charge/Discharge,/,0.0
TES,342,10,State of Charge,/,0.0
TES,342,11,Charge/Discharge,/,0.0
TES,342,11,State of Charge,/,0.0
TES,342,12,Charge/Discharge,/,-0.0
TES,342,12,State of Charge,/,0.0
TES,342,13,Charge/Discharge,/,0.0
TES,342,13,State of Charge,/,0.0
TES,342,14,Charge/Discharge,/,-0.0
TES,342,14,State of Charge,/,0.78
TES,342,15,Charge/Discharge,/,5.0
TES,342,15,State of Charge,/,3.2
TES,342,16,Charge/Discharge,/,5.72
TES,342,16,State of Charge,/,7.28
TES,342,17,Charge/Discharge,/,-8.59
TES,342,17,State of Charge,/,10.79
TES,342,18,Charge/Discharge,/,-0.34
TES,342,18,State of Charge,/,9.17
TES,342,19,Charge/Discharge,/,-1.08
TES,342,19,State of Charge,/,6.34
TES,342,20,Charge/Discharge,/,3.56
TES,342,20,State of Charge,/,9.38
TES,342,21,Charge/Discharge,/,2.4
TES,342,21,State of Charge,/,9.91
TES,342,22,Charge/Discharge,/,1.25
TES,342,22,State of Charge,/,10.6
TES,342,23,Charge/Discharge,/,3.09
TES,342,23,State of Charge,/,10.63
TES,343,0,Charge/Discharge,/,-3.57
TES,343,0,State of Charge,/,10.5
TES,343,1,Charge/Discharge,/,3.75
TES,343,1,State of Charge,/,9.84
TES,343,2,Charge/Discharge,/,0.11
TES,343,2,State of Charge,/,8.81
TES,343,3,Charge/Discharge,/,-10.53
TES,343,3,State of Charge,/,7.58
TES,343,4,Charge/Discharge,/,0.0
TES,343,4,State of Charge,/,5.72
TES,343,5,Charge/Discharge,/,0.0
TES,343,5,State of Charge,/,3.56
TES,343,6,Charge/Discharge,/,0.0
TES,343,6,State of Charge,/,-0.0
TES,343,7,Charge/Discharge,/,0.0
TES,343,7,State of Charge,/,0.0
TES,343,8,Charge/Discharge,/,0.0
TES,343,8,State of Charge,/,1.07
TES,343,9,Charge/Discharge,/,0.0
TES,343,9,State of Charge,/,-0.0
TES,343,10,Charge/Discharge,/,0.0
TES,343,10,State of Charge,/,0.0
TES,343,11,Charge/Discharge,/,0.0
TES,343,11,State of Charge,/,0.0
TES,343,12,Charge/Discharge,/,-0.0
TES,343,12,State of Charge,/,0.0
TES,343,13,Charge/Discharge,/,0.0
TES,343,13,State of Charge,/,0.0
TES,343,14,Charge/Discharge,/,-0.0
TES,343,14,State of Charge,/,0.78
TES,343,15,Charge/Discharge,/,5.0
TES,343,15,State of Charge,/,3.2
TES,343,16,Charge/Discharge,/,5.72
TES,343,16,State of Charge,/,7.28
TES,343,17,Charge/Discharge,/,-8.59
TES,343,17,State of Charge,/,10.79
TES,343,18,Charge/Discharge,/,-0.34
TES,343,18,State of Charge,/,9.17
TES,343,19,Charge/Discharge,/,-1.08
TES,343,19,State of Charge,/,6.34
TES,343,20,Charge/Discharge,/,3.56
TES,343,20,State of Charge,/,9.38
TES,343,21,Charge/Discharge,/,2.4
TES,343,21,State of Charge,/,9.91
TES,343,22,Charge/Discharge,/,1.25
TES,343,22,State of Charge,/,10.6
TES,343,23,Charge/Discharge,/,3.09
TES,343,23,State of Charge,/,10.63
TES,344,0,Charge/Discharge,/,-3.57
TES,344,0,State of Charge,/,10.5
TES,344,1,Charge/Discharge,/,3.75
TES,344,1,State of Charge,/,9.84
TES,344,2,Charge/Discharge,/,0.11
TES,344,2,State of Charge,/,8.81
TES,344,3,Charge/Discharge,/,-10.53
TES,344,3,State of Charge,/,7.58
TES,344,4,Charge/Discharge,/,0.0
TES,344,4,State of Charge,/,5.72
TES,344,5,Charge/Discharge,/,0.0
TES,344,5,State of Charge,/,3.56
TES,344,6,Charge/Discharge,/,0.0
TES,344,6,State of Charge,/,-0.0
TES,344,7,Charge/Discharge,/,0.0
TES,344,7,State of Charge,/,0.0
TES,344,8,Charge/Discharge,/,0.0
TES,344,8,State of Charge,/,1.07
TES,344,9,Charge/Discharge,/,0.0
TES,344,9,State of Charge,/,-0.0
TES,344,10,Charge/Discharge,/,0.0
TES,344,10,State of Charge,/,0.0
TES,344,11,Charge/Discharge,/,0.0
TES,344,11,State of Charge,/,0.0
TES,344,12,Charge/Discharge,/,-0.0
TES,344,12,State of Charge,/,0.0
TES,344,13,Charge/Discharge,/,0.0
TES,344,13,State of Charge,/,0.0
TES,344,14,Charge/Discharge,/,-0.0
TES,344,14,State of Charge,/,0.78
TES,344,15,Charge/Discharge,/,5.0
TES,344,15,State of Charge,/,3.2
TES,344,16,Charge/Discharge,/,5.72
TES,344,16,State of Charge,/,7.28
TES,344,17,Charge/Discharge,/,-8.59
TES,344,17,State of Charge,/,10.79
TES,344,18,Charge/Discharge,/,-0.34
TES,344,18,State of Charge,/,9.17
TES,344,19,Charge/Discharge,/,-1.08
TES,344,19,State of Charge,/,6.34
TES,344,20,Charge/Discharge,/,3.56
TES,344,20,State of Charge,/,9.38
TES,344,21,Charge/Discharge,/,2.4
TES,344,21,State of Charge,/,9.91
TES,344,22,Charge/Discharge,/,1.25
TES,344,22,State of Charge,/,10.6
TES,344,23,Charge/Discharge,/,3.09
TES,344,23,State of Charge,/,10.63
TES,345,0,Charge/Discharge,/,-0.02
TES,345,0,State of Charge,/,10.5
TES,345,1,Charge/Discharge,/,-0.55
TES,345,1,State of Charge,/,9.84
TES,345,2,Charge/Discharge,/,-0.94
TES,345,2,State of Charge,/,8.81
TES,345,3,Charge/Discharge,/,-1.14
TES,345,3,State of Charge,/,7.58
TES,345,4,Charge/Discharge,/,-1.79
TES,345,4,State of Charge,/,5.72
TES,345,5,Charge/Discharge,/,-2.1
TES,345,5,State of Charge,/,3.56
TES,345,6,Charge/Discharge,/,-3.52
TES,345,6,State of Charge,/,0.0
TES,345,7,Charge/Discharge,/,0.0
TES,345,7,State of Charge,/,0.0
TES,345,8,Charge/Discharge,/,1.07
TES,345,8,State of Charge,/,1.07
TES,345,9,Charge/Discharge,/,-1.06
TES,345,9,State of Charge,/,0.0
TES,345,10,Charge/Discharge,/,0.0
TES,345,10,State of Charge,/,0.0
TES,345,11,Charge/Discharge,/,0.0
TES,345,11,State of Charge,/,0.0
TES,345,12,Charge/Discharge,/,-0.0
TES,345,12,State of Charge,/,0.0
TES,345,13,Charge/Discharge,/,0.0
TES,345,13,State of Charge,/,0.0
TES,345,14,Charge/Discharge,/,0.78
TES,345,14,State of Charge,/,0.78
TES,345,15,Charge/Discharge,/,2.43
TES,345,15,State of Charge,/,3.2
TES,345,16,Charge/Discharge,/,4.11
TES,345,16,State of Charge,/,7.28
TES,345,17,Charge/Discharge,/,3.59
TES,345,17,State of Charge,/,10.79
