Device,Day,Hour,Type,Sub-Type,Value
HP,0,2,Generated,Heat,16.11
HP,0,3,Received,Electricity,4.02
HP,0,3,Generated,Heat,16.11
HP,0,4,Received,Electricity,3.96
HP,0,4,Generated,Heat,16.11
HP,0,5,Received,Electricity,3.88
HP,0,5,Generated,Heat,16.11
HP,0,6,Received,Electricity,3.88
HP,0,6,Generated,Heat,16.11
HP,0,7,Received,Electricity,3.79
HP,0,7,Generated,Heat,15.69
HP,0,8,Received,Electricity,3.47
HP,0,8,Generated,Heat,14.5
HP,0,9,Received,Electricity,3.79
HP,0,9,Generated,Heat,16.11
HP,0,10,Received,Electricity,3.57
HP,0,10,Generated,Heat,15.46
HP,0,11,Received,Electricity,3.27
HP,0,11,Generated,Heat,14.36
HP,0,12,Received,Electricity,3.4
HP,0,12,Generated,Heat,15.17
HP,0,13,Received,Electricity,2.94
HP,0,13,Generated,Heat,13.44
HP,0,14,Received,Electricity,3.02
HP,0,14,Generated,Heat,13.8
HP,0,15,Received,Electricity,3.51
HP,0,15,Generated,Heat,16.11
HP,0,16,Received,Electricity,3.54
HP,0,16,Generated,Heat,16.11
HP,0,17,Received,Electricity,3.52
HP,0,17,Generated,Heat,16.11
HP,0,18,Received,Electricity,3.55
HP,0,18,Generated,Heat,16.11
HP,0,19,Received,Electricity,3.54
HP,0,19,Generated,Heat,16.11
HP,0,20,Received,Electricity,3.55
HP,0,20,Generated,Heat,16.11
HP,0,21,Received,Electricity,3.59
HP,0,21,Generated,Heat,16.11
HP,0,22,Received,Electricity,3.64
HP,0,22,Generated,Heat,16.11
HP,0,23,Received,Electricity,3.65
HP,0,23,Generated,Heat,16.11
HP,1,0,Received,Electricity,4.19
HP,1,0,Generated,Heat,16.11
HP,1,1,Received,Electricity,4.11
HP,1,1,Generated,Heat,16.11
HP,1,2,Received,Electricity,4.07
HP,1,2,Generated,Heat,16.11
HP,1,3,Received,Electricity,4.02
HP,1,3,Generated,Heat,16.11
HP,1,4,Received,Electricity,3.96
HP,1,4,Generated,Heat,16.11
HP,1,5,Received,Electricity,3.88
HP,1,5,Generated,Heat,16.11
HP,1,6,Received,Electricity,3.88
HP,1,6,Generated,Heat,16.11
HP,1,7,Received,Electricity,3.79
HP,1,7,Generated,Heat,15.69
HP,1,8,Received,Electricity,3.47
HP,1,8,Generated,Heat,14.5
HP,1,9,Received,Electricity,3.79
HP,1,9,Generated,Heat,16.11
HP,1,10,Received,Electricity,3.57
HP,1,10,Generated,Heat,15.46
HP,1,11,Received,Electricity,3.27
HP,1,11,Generated,Heat,14.36
HP,1,12,Received,Electricity,3.4
HP,1,12,Generated,Heat,15.17
HP,1,13,Received,Electricity,2.94
HP,1,13,Generated,Heat,13.44
HP,1,14,Received,Electricity,3.02
HP,1,14,Generated,Heat,13.8
HP,1,15,Received,Electricity,3.51
HP,1,15,Generated,Heat,16.11
HP,1,16,Received,Electricity,3.54
HP,1,16,Generated,Heat,16.11
HP,1,17,Received,Electricity,3.52
HP,1,17,Generated,Heat,16.11
HP,1,18,Received,Electricity,3.55
HP,1,18,Generated,Heat,16.11
HP,1,19,Received,Electricity,3.54
HP,1,19,Generated,Heat,16.11
HP,1,20,Received,Electricity,3.55
HP,1,20,Generated,Heat,16.11
HP,1,21,Received,Electricity,3.59
HP,1,21,Generated,Heat,16.11
HP,1,22,Received,Electricity,3.64
HP,1,22,Generated,Heat,16.11
HP,1,23,Received,Electricity,3.65
HP,1,23,Generated,Heat,16.11
HP,2,0,Received,Electricity,4.19
HP,2,0,Generated,Heat,16.11
HP,2,1,Received,Electricity,4.11
HP,2,1,Generated,Heat,16.11
HP,2,2,Received,Electricity,4.07
HP,2,2,Generated,Heat,16.11
HP,2,3,Received,Electricity,4.02
HP,2,3,Generated,Heat,16.11
HP,2,4,Received,Electricity,3.96
HP,2,4,Generated,Heat,16.11
HP,2,5,Received,Electricity,3.88
HP,2,5,Generated,Heat,16.11
HP,2,6,Received,Electricity,3.88
HP,2,6,Generated,Heat,16.11
HP,2,7,Received,Electricity,3.79
HP,2,7,Generated,Heat,15.69
HP,2,8,Received,Electricity,3.47
HP,2,8,Generated,Heat,14.5
HP,2,9,Received,Electricity,3.79
HP,2,9,Generated,Heat,16.11
HP,2,10,Received,Electricity,3.57
HP,2,10,Generated,Heat,15.46
HP,2,11,Received,Electricity,3.27
HP,2,11,Generated,Heat,14.36
HP,2,12,Received,Electricity,3.4
HP,2,12,Generated,Heat,15.17
HP,2,13,Received,Electricity,2.94
HP,2,13,Generated,Heat,13.44
HP,2,14,Received,Electricity,3.02
HP,2,14,Generated,Heat,13.8
HP,2,15,Received,Electricity,3.51
HP,2,15,Generated,Heat,16.11
HP,2,16,Received,Electricity,3.54
HP,2,16,Generated,Heat,16.11
HP,2,17,Received,Electricity,3.52
HP,2,17,Generated,Heat,16.11
HP,2,18,Received,Electricity,3.55
HP,2,18,Generated,Heat,16.11
HP,2,19,Received,Electricity,3.54
HP,2,19,Generated,Heat,16.11
HP,2,20,Received,Electricity,3.55
HP,2,20,Generated,Heat,16.11
HP,2,21,Received,Electricity,3.59
HP,2,21,Generated,Heat,16.11
HP,2,22,Received,Electricity,3.64
HP,2,22,Generated,Heat,16.11
HP,2,23,Received,Electricity,3.65
HP,2,23,Generated,Heat,16.11
HP,3,0,Received,Electricity,4.19
HP,3,0,Generated,Heat,16.11
HP,3,1,Received,Electricity,4.11
HP,3,1,Generated,Heat,16.11
HP,3,2,Received,Electricity,4.07
HP,3,2,Generated,Heat,16.11
HP,3,3,Received,Electricity,4.02
HP,3,3,Generated,Heat,16.11
HP,3,4,Received,Electricity,3.96
HP,3,4,Generated,Heat,16.11
HP,3,5,Received,Electricity,3.88
HP,3,5,Generated,Heat,16.11
HP,3,6,Received,Electricity,3.88
HP,3,6,Generated,Heat,16.11
HP,3,7,Received,Electricity,3.79
HP,3,7,Generated,Heat,15.69
HP,3,8,Received,Electricity,3.47
HP,3,8,Generated,Heat,14.5
HP,3,9,Received,Electricity,3.79
HP,3,9,Generated,Heat,16.11
HP,3,10,Received,Electricity,3.57
HP,3,10,Generated,Heat,15.46
HP,3,11,Received,Electricity,3.27
HP,3,11,Generated,Heat,14.36
HP,3,12,Received,Electricity,3.4
HP,3,12,Generated,Heat,15.17
HP,3,13,Received,Electricity,2.94
HP,3,13,Generated,Heat,13.44
HP,3,14,Received,Electricity,3.02
HP,3,14,Generated,Heat,13.8
HP,3,15,Received,Electricity,3.51
HP,3,15,Generated,Heat,16.11
HP,3,16,Received,Electricity,3.54
HP,3,16,Generated,Heat,16.11
HP,3,17,Received,Electricity,3.52
HP,3,17,Generated,Heat,16.11
HP,3,18,Received,Electricity,3.55
HP,3,18,Generated,Heat,16.11
HP,3,19,Received,Electricity,3.54
HP,3,19,Generated,Heat,16.11
HP,3,20,Received,Electricity,3.55
HP,3,20,Generated,Heat,16.11
HP,3,21,Received,Electricity,3.59
HP,3,21,Generated,Heat,16.11
HP,3,22,Received,Electricity,3.64
HP,3,22,Generated,Heat,16.11
HP,3,23,Received,Electricity,3.65
HP,3,23,Generated,Heat,16.11
HP,4,0,Received,Electricity,4.19
HP,4,0,Generated,Heat,16.11
HP,4,1,Received,Electricity,4.11
HP,4,1,Generated,Heat,16.11
HP,4,2,Received,Electricity,4.07
HP,4,2,Generated,Heat,16.11
HP,4,3,Received,Electricity,4.02
HP,4,3,Generated,Heat,16.11
HP,4,4,Received,Electricity,3.96
HP,4,4,Generated,Heat,16.11
HP,4,5,Received,Electricity,3.88
HP,4,5,Generated,Heat,16.11
HP,4,6,Received,Electricity,3.88
HP,4,6,Generated,Heat,16.11
HP,4,7,Received,Electricity,3.79
HP,4,7,Generated,Heat,15.69
HP,4,8,Received,Electricity,3.47
HP,4,8,Generated,Heat,14.5
HP,4,9,Received,Electricity,3.79
HP,4,9,Generated,Heat,16.11
HP,4,10,Received,Electricity,3.57
HP,4,10,Generated,Heat,15.46
HP,4,11,Received,Electricity,3.27
HP,4,11,Generated,Heat,14.36
HP,4,12,Received,Electricity,3.4
HP,4,12,Generated,Heat,15.17
HP,4,13,Received,Electricity,2.94
HP,4,13,Generated,Heat,13.44
HP,4,14,Received,Electricity,3.02
HP,4,14,Generated,Heat,13.8
HP,4,15,Received,Electricity,3.51
HP,4,15,Generated,Heat,16.11
HP,4,16,Received,Electricity,3.54
HP,4,16,Generated,Heat,16.11
HP,4,17,Received,Electricity,3.52
HP,4,17,Generated,Heat,16.11
HP,4,18,Received,Electricity,3.55
HP,4,18,Generated,Heat,16.11
HP,4,19,Received,Electricity,3.54
HP,4,19,Generated,Heat,16.11
HP,4,20,Received,Electricity,3.55
HP,4,20,Generated,Heat,16.11
HP,4,21,Received,Electricity,3.59
HP,4,21,Generated,Heat,16.11
HP,4,22,Received,Electricity,3.64
HP,4,22,Generated,Heat,16.11
HP,4,23,Received,Electricity,3.65
HP,4,23,Generated,Heat,16.11
HP,5,0,Received,Electricity,2.26
HP,5,0,Generated,Heat,8.56
HP,5,1,Received,Electricity,4.28
HP,5,1,Generated,Heat,16.11
HP,5,2,Received,Electricity,3.35
HP,5,2,Generated,Heat,12.39
HP,5,3,Received,Electricity,0.45
HP,5,3,Generated,Heat,1.65
HP,5,4,Received,Electricity,3.36
HP,5,4,Generated,Heat,12.35
HP,5,5,Received,Electricity,3.96
HP,5,5,Generated,Heat,14.6
HP,5,6,Received,Electricity,3.26
HP,5,6,Generated,Heat,12.08
HP,5,7,Received,Electricity,3.16
HP,5,7,Generated,Heat,11.78
HP,5,8,Received,Electricity,2.22
HP,5,8,Generated,Heat,8.24
HP,5,9,Received,Electricity,2.93
HP,5,9,Generated,Heat,10.83
HP,5,10,Received,Electricity,2.61
HP,5,10,Generated,Heat,9.74
HP,5,11,Received,Electricity,3.03
HP,5,11,Generated,Heat,11.43
HP,5,12,Received,Electricity,3.12
HP,5,12,Generated,Heat,11.84
HP,5,13,Received,Electricity,3.14
HP,5,13,Generated,Heat,12.17
HP,5,14,Received,Electricity,2.8
HP,5,14,Generated,Heat,11.01
HP,5,15,Received,Electricity,3.82
HP,5,15,Generated,Heat,15.18
HP,5,16,Received,Electricity,4.06
HP,5,16,Generated,Heat,16.11
HP,5,17,Received,Electricity,0.66
HP,5,17,Generated,Heat,2.5
HP,5,18,Received,Electricity,4.24
HP,5,18,Generated,Heat,16.11
HP,5,19,Received,Electricity,4.22
HP,5,19,Generated,Heat,16.11
HP,5,20,Received,Electricity,4.19
HP,5,20,Generated,Heat,16.11
HP,5,21,Received,Electricity,4.15
HP,5,21,Generated,Heat,16.11
HP,5,22,Received,Electricity,4.16
HP,5,22,Generated,Heat,16.11
HP,5,23,Received,Electricity,4.16
HP,5,23,Generated,Heat,16.11
HP,6,0,Received,Electricity,4.19
HP,6,0,Generated,Heat,16.11
HP,6,1,Received,Electricity,4.11
HP,6,1,Generated,Heat,16.11
HP,6,2,Received,Electricity,4.07
HP,6,2,Generated,Heat,16.11
HP,6,3,Received,Electricity,4.02
HP,6,3,Generated,Heat,16.11
HP,6,4,Received,Electricity,3.96
HP,6,4,Generated,Heat,16.11
HP,6,5,Received,Electricity,3.88
HP,6,5,Generated,Heat,16.11
HP,6,6,Received,Electricity,3.88
HP,6,6,Generated,Heat,16.11
HP,6,7,Received,Electricity,3.79
HP,6,7,Generated,Heat,15.69
HP,6,8,Received,Electricity,3.47
HP,6,8,Generated,Heat,14.5
HP,6,9,Received,Electricity,3.79
HP,6,9,Generated,Heat,16.11
HP,6,10,Received,Electricity,3.57
HP,6,10,Generated,Heat,15.46
HP,6,11,Received,Electricity,3.27
HP,6,11,Generated,Heat,14.36
HP,6,12,Received,Electricity,3.4
HP,6,12,Generated,Heat,15.17
HP,6,13,Received,Electricity,2.94
HP,6,13,Generated,Heat,13.44
HP,6,14,Received,Electricity,3.02
HP,6,14,Generated,Heat,13.8
HP,6,15,Received,Electricity,3.51
HP,6,15,Generated,Heat,16.11
HP,6,16,Received,Electricity,3.54
HP,6,16,Generated,Heat,16.11
HP,6,17,Received,Electricity,3.52
HP,6,17,Generated,Heat,16.11
HP,6,18,Received,Electricity,3.55
HP,6,18,Generated,Heat,16.11
HP,6,19,Received,Electricity,3.54
HP,6,19,Generated,Heat,16.11
HP,6,20,Received,Electricity,3.55
HP,6,20,Generated,Heat,16.11
HP,6,21,Received,Electricity,3.59
HP,6,21,Generated,Heat,16.11
HP,6,22,Received,Electricity,3.64
HP,6,22,Generated,Heat,16.11
HP,6,23,Received,Electricity,3.65
HP,6,23,Generated,Heat,16.11
HP,7,0,Received,Electricity,4.19
HP,7,0,Generated,Heat,16.11
HP,7,1,Received,Electricity,4.11
HP,7,1,Generated,Heat,16.11
HP,7,2,Received,Electricity,4.07
HP,7,2,Generated,Heat,16.11
HP,7,3,Received,Electricity,4.02
HP,7,3,Generated,Heat,16.11
HP,7,4,Received,Electricity,3.96
HP,7,4,Generated,Heat,16.11
HP,7,5,Received,Electricity,3.88
HP,7,5,Generated,Heat,16.11
HP,7,6,Received,Electricity,3.88
HP,7,6,Generated,Heat,16.11
HP,7,7,Received,Electricity,3.79
HP,7,7,Generated,Heat,15.69
HP,7,8,Received,Electricity,3.47
HP,7,8,Generated,Heat,14.5
HP,7,9,Received,Electricity,3.79
HP,7,9,Generated,Heat,16.11
HP,7,10,Received,Electricity,3.57
HP,7,10,Generated,Heat,15.46
HP,7,11,Received,Electricity,3.27
HP,7,11,Generated,Heat,14.36
HP,7,12,Received,Electricity,3.4
HP,7,12,Generated,Heat,15.17
HP,7,13,Received,Electricity,2.94
HP,7,13,Generated,Heat,13.44
HP,7,14,Received,Electricity,3.02
HP,7,14,Generated,Heat,13.8
HP,7,15,Received,Electricity,3.51
HP,7,15,Generated,Heat,16.11
HP,7,16,Received,Electricity,3.54
HP,7,16,Generated,Heat,16.11
HP,7,17,Received,Electricity,3.52
HP,7,17,Generated,Heat,16.11
HP,7,18,Received,Electricity,3.55
HP,7,18,Generated,Heat,16.11
HP,7,19,Received,Electricity,3.54
HP,7,19,Generated,Heat,16.11
HP,7,20,Received,Electricity,3.55
HP,7,20,Generated,Heat,16.11
HP,7,21,Received,Electricity,3.59
HP,7,21,Generated,Heat,16.11
HP,7,22,Received,Electricity,3.64
HP,7,22,Generated,Heat,16.11
HP,7,23,Received,Electricity,3.65
HP,7,23,Generated,Heat,16.11
HP,8,0,Received,Electricity,2.26
HP,8,0,Generated,Heat,8.56
HP,8,1,Received,Electricity,4.28
HP,8,1,Generated,Heat,16.11
HP,8,2,Received,Electricity,3.35
HP,8,2,Generated,Heat,12.39
HP,8,3,Received,Electricity,0.45
HP,8,3,Generated,Heat,1.65
HP,8,4,Received,Electricity,3.36
HP,8,4,Generated,Heat,12.35
HP,8,5,Received,Electricity,3.96
HP,8,5,Generated,Heat,14.6
HP,8,6,Received,Electricity,3.26
HP,8,6,Generated,Heat,12.08
HP,8,7,Received,Electricity,3.16
HP,8,7,Generated,Heat,11.78
HP,8,8,Received,Electricity,2.22
HP,8,8,Generated,Heat,8.24
HP,8,9,Received,Electricity,2.93
HP,8,9,Generated,Heat,10.83
HP,8,10,Received,Electricity,2.61
HP,8,10,Generated,Heat,9.74
HP,8,11,Received,Electricity,3.03
HP,8,11,Generated,Heat,11.43
HP,8,12,Received,Electricity,3.12
HP,8,12,Generated,Heat,11.84
HP,8,13,Received,Electricity,3.14
HP,8,13,Generated,Heat,12.17
HP,8,14,Received,Electricity,2.8
HP,8,14,Generated,Heat,11.01
HP,8,15,Received,Electricity,3.82
HP,8,15,Generated,Heat,15.18
HP,8,16,Received,Electricity,4.06
HP,8,16,Generated,Heat,16.11
HP,8,17,Received,Electricity,0.66
HP,8,17,Generated,Heat,2.5
HP,8,18,Received,Electricity,4.24
HP,8,18,Generated,Heat,16.11
HP,8,19,Received,Electricity,4.22
HP,8,19,Generated,Heat,16.11
HP,8,20,Received,Electricity,4.19
HP,8,20,Generated,Heat,16.11
HP,8,21,Received,Electricity,4.15
HP,8,21,Generated,Heat,16.11
HP,8,22,Received,Electricity,4.16
HP,8,22,Generated,Heat,16.11
HP,8,23,Received,Electricity,4.16
HP,8,23,Generated,Heat,16.11
HP,9,0,Received,Electricity,2.26
HP,9,0,Generated,Heat,8.56
HP,9,1,Received,Electricity,4.28
HP,9,1,Generated,Heat,16.11
HP,9,2,Received,Electricity,3.35
HP,9,2,Generated,Heat,12.39
HP,9,3,Received,Electricity,0.45
HP,9,3,Generated,Heat,1.65
HP,9,4,Received,Electricity,3.36
HP,9,4,Generated,Heat,12.35
HP,9,5,Received,Electricity,3.96
HP,9,5,Generated,Heat,14.6
HP,9,6,Received,Electricity,3.26
HP,9,6,Generated,Heat,12.08
HP,9,7,Received,Electricity,3.16
HP,9,7,Generated,Heat,11.78
HP,9,8,Received,Electricity,2.22
HP,9,8,Generated,Heat,8.24
HP,9,9,Received,Electricity,2.93
HP,9,9,Generated,Heat,10.83
HP,9,10,Received,Electricity,2.61
HP,9,10,Generated,Heat,9.74
HP,9,11,Received,Electricity,3.03
HP,9,11,Generated,Heat,11.43
HP,9,12,Received,Electricity,3.12
HP,9,12,Generated,Heat,11.84
HP,9,13,Received,Electricity,3.14
HP,9,13,Generated,Heat,12.17
HP,9,14,Received,Electricity,2.8
HP,9,14,Generated,Heat,11.01
HP,9,15,Received,Electricity,3.82
HP,9,15,Generated,Heat,15.18
HP,9,16,Received,Electricity,4.06
HP,9,16,Generated,Heat,16.11
HP,9,17,Received,Electricity,0.66
HP,9,17,Generated,Heat,2.5
HP,9,18,Received,Electricity,4.24
HP,9,18,Generated,Heat,16.11
HP,9,19,Received,Electricity,4.22
HP,9,19,Generated,Heat,16.11
HP,9,20,Received,Electricity,4.19
HP,9,20,Generated,Heat,16.11
HP,9,21,Received,Electricity,4.15
HP,9,21,Generated,Heat,16.11
HP,9,22,Received,Electricity,4.16
HP,9,22,Generated,Heat,16.11
HP,9,23,Received,Electricity,4.16
HP,9,23,Generated,Heat,16.11
HP,10,0,Received,Electricity,4.19
HP,10,0,Generated,Heat,16.11
HP,10,1,Received,Electricity,4.11
HP,10,1,Generated,Heat,16.11
HP,10,2,Received,Electricity,4.07
HP,10,2,Generated,Heat,16.11
HP,10,3,Received,Electricity,4.02
HP,10,3,Generated,Heat,16.11
HP,10,4,Received,Electricity,3.96
HP,10,4,Generated,Heat,16.11
HP,10,5,Received,Electricity,3.88
HP,10,5,Generated,Heat,16.11
HP,10,6,Received,Electricity,3.88
HP,10,6,Generated,Heat,16.11
HP,10,7,Received,Electricity,3.79
HP,10,7,Generated,Heat,15.69
HP,10,8,Received,Electricity,3.47
HP,10,8,Generated,Heat,14.5
HP,10,9,Received,Electricity,3.79
HP,10,9,Generated,Heat,16.11
HP,10,10,Received,Electricity,3.57
HP,10,10,Generated,Heat,15.46
HP,10,11,Received,Electricity,3.27
HP,10,11,Generated,Heat,14.36
HP,10,12,Received,Electricity,3.4
HP,10,12,Generated,Heat,15.17
HP,10,13,Received,Electricity,2.94
HP,10,13,Generated,Heat,13.44
HP,10,14,Received,Electricity,3.02
HP,10,14,Generated,Heat,13.8
HP,10,15,Received,Electricity,3.51
HP,10,15,Generated,Heat,16.11
HP,10,16,Received,Electricity,3.54
HP,10,16,Generated,Heat,16.11
HP,10,17,Received,Electricity,3.52
HP,10,17,Generated,Heat,16.11
HP,10,18,Received,Electricity,3.55
HP,10,18,Generated,Heat,16.11
HP,10,19,Received,Electricity,3.54
HP,10,19,Generated,Heat,16.11
HP,10,20,Received,Electricity,3.55
HP,10,20,Generated,Heat,16.11
HP,10,21,Received,Electricity,3.59
HP,10,21,Generated,Heat,16.11
HP,10,22,Received,Electricity,3.64
HP,10,22,Generated,Heat,16.11
HP,10,23,Received,Electricity,3.65
HP,10,23,Generated,Heat,16.11
HP,11,0,Received,Electricity,4.19
HP,11,0,Generated,Heat,16.11
HP,11,1,Received,Electricity,4.11
HP,11,1,Generated,Heat,16.11
HP,11,2,Received,Electricity,4.07
HP,11,2,Generated,Heat,16.11
HP,11,3,Received,Electricity,4.02
HP,11,3,Generated,Heat,16.11
HP,11,4,Received,Electricity,3.96
HP,11,4,Generated,Heat,16.11
HP,11,5,Received,Electricity,3.88
HP,11,5,Generated,Heat,16.11
HP,11,6,Received,Electricity,3.88
HP,11,6,Generated,Heat,16.11
HP,11,7,Received,Electricity,3.79
HP,11,7,Generated,Heat,15.69
HP,11,8,Received,Electricity,3.47
HP,11,8,Generated,Heat,14.5
HP,11,9,Received,Electricity,3.79
HP,11,9,Generated,Heat,16.11
HP,11,10,Received,Electricity,3.57
HP,11,10,Generated,Heat,15.46
HP,11,11,Received,Electricity,3.27
HP,11,11,Generated,Heat,14.36
HP,11,12,Received,Electricity,3.4
HP,11,12,Generated,Heat,15.17
HP,11,13,Received,Electricity,2.94
HP,11,13,Generated,Heat,13.44
HP,11,14,Received,Electricity,3.02
HP,11,14,Generated,Heat,13.8
HP,11,15,Received,Electricity,3.51
HP,11,15,Generated,Heat,16.11
HP,11,16,Received,Electricity,3.54
HP,11,16,Generated,Heat,16.11
HP,11,17,Received,Electricity,3.52
HP,11,17,Generated,Heat,16.11
HP,11,18,Received,Electricity,3.55
HP,11,18,Generated,Heat,16.11
HP,11,19,Received,Electricity,3.54
HP,11,19,Generated,Heat,16.11
HP,11,20,Received,Electricity,3.55
HP,11,20,Generated,Heat,16.11
HP,11,21,Received,Electricity,3.59
HP,11,21,Generated,Heat,16.11
HP,11,22,Received,Electricity,3.64
HP,11,22,Generated,Heat,16.11
HP,11,23,Received,Electricity,3.65
HP,11,23,Generated,Heat,16.11
HP,12,0,Received,Electricity,4.19
HP,12,0,Generated,Heat,16.11
HP,12,1,Received,Electricity,4.11
HP,12,1,Generated,Heat,16.11
HP,12,2,Received,Electricity,4.07
HP,12,2,Generated,Heat,16.11
HP,12,3,Received,Electricity,4.02
HP,12,3,Generated,Heat,16.11
HP,12,4,Received,Electricity,3.96
HP,12,4,Generated,Heat,16.11
HP,12,5,Received,Electricity,3.88
HP,12,5,Generated,Heat,16.11
HP,12,6,Received,Electricity,3.88
HP,12,6,Generated,Heat,16.11
HP,12,7,Received,Electricity,3.79
HP,12,7,Generated,Heat,15.69
HP,12,8,Received,Electricity,3.47
HP,12,8,Generated,Heat,14.5
HP,12,9,Received,Electricity,3.79
HP,12,9,Generated,Heat,16.11
HP,12,10,Received,Electricity,3.57
HP,12,10,Generated,Heat,15.46
HP,12,11,Received,Electricity,3.27
HP,12,11,Generated,Heat,14.36
HP,12,12,Received,Electricity,3.4
HP,12,12,Generated,Heat,15.17
HP,12,13,Received,Electricity,2.94
HP,12,13,Generated,Heat,13.44
HP,12,14,Received,Electricity,3.02
HP,12,14,Generated,Heat,13.8
HP,12,15,Received,Electricity,3.51
HP,12,15,Generated,Heat,16.11
HP,12,16,Received,Electricity,3.54
HP,12,16,Generated,Heat,16.11
HP,12,17,Received,Electricity,3.52
HP,12,17,Generated,Heat,16.11
HP,12,18,Received,Electricity,3.55
HP,12,18,Generated,Heat,16.11
HP,12,19,Received,Electricity,3.54
HP,12,19,Generated,Heat,16.11
HP,12,20,Received,Electricity,3.55
HP,12,20,Generated,Heat,16.11
HP,12,21,Received,Electricity,3.59
HP,12,21,Generated,Heat,16.11
HP,12,22,Received,Electricity,3.64
HP,12,22,Generated,Heat,16.11
HP,12,23,Received,Electricity,3.65
HP,12,23,Generated,Heat,16.11
HP,13,0,Received,Electricity,4.19
HP,13,0,Generated,Heat,16.11
HP,13,1,Received,Electricity,4.11
HP,13,1,Generated,Heat,16.11
HP,13,2,Received,Electricity,4.07
HP,13,2,Generated,Heat,16.11
HP,13,3,Received,Electricity,4.02
HP,13,3,Generated,Heat,16.11
HP,13,4,Received,Electricity,3.96
HP,13,4,Generated,Heat,16.11
HP,13,5,Received,Electricity,3.88
HP,13,5,Generated,Heat,16.11
HP,13,6,Received,Electricity,3.88
HP,13,6,Generated,Heat,16.11
HP,13,7,Received,Electricity,3.79
HP,13,7,Generated,Heat,15.69
HP,13,8,Received,Electricity,3.47
HP,13,8,Generated,Heat,14.5
HP,13,9,Received,Electricity,3.79
HP,13,9,Generated,Heat,16.11
HP,13,10,Received,Electricity,3.57
HP,13,10,Generated,Heat,15.46
HP,13,11,Received,Electricity,3.27
HP,13,11,Generated,Heat,14.36
HP,13,12,Received,Electricity,3.4
HP,13,12,Generated,Heat,15.17
HP,13,13,Received,Electricity,2.94
HP,13,13,Generated,Heat,13.44
HP,13,14,Received,Electricity,3.02
HP,13,14,Generated,Heat,13.8
HP,13,15,Received,Electricity,3.51
HP,13,15,Generated,Heat,16.11
HP,13,16,Received,Electricity,3.54
HP,13,16,Generated,Heat,16.11
HP,13,17,Received,Electricity,3.52
HP,13,17,Generated,Heat,16.11
HP,13,18,Received,Electricity,3.55
HP,13,18,Generated,Heat,16.11
HP,13,19,Received,Electricity,3.54
HP,13,19,Generated,Heat,16.11
HP,13,20,Received,Electricity,3.55
HP,13,20,Generated,Heat,16.11
HP,13,21,Received,Electricity,3.59
HP,13,21,Generated,Heat,16.11
HP,13,22,Received,Electricity,3.64
HP,13,22,Generated,Heat,16.11
HP,13,23,Received,Electricity,3.65
HP,13,23,Generated,Heat,16.11
HP,14,0,Received,Electricity,4.19
HP,14,0,Generated,Heat,16.11
HP,14,1,Received,Electricity,4.11
HP,14,1,Generated,Heat,16.11
HP,14,2,Received,Electricity,4.07
HP,14,2,Generated,Heat,16.11
HP,14,3,Received,Electricity,4.02
HP,14,3,Generated,Heat,16.11
HP,14,4,Received,Electricity,3.96
HP,14,4,Generated,Heat,16.11
HP,14,5,Received,Electricity,3.88
HP,14,5,Generated,Heat,16.11
HP,14,6,Received,Electricity,3.88
HP,14,6,Generated,Heat,16.11
HP,14,7,Received,Electricity,3.79
HP,14,7,Generated,Heat,15.69
HP,14,8,Received,Electricity,3.47
HP,14,8,Generated,Heat,14.5
HP,14,9,Received,Electricity,3.79
HP,14,9,Generated,Heat,16.11
HP,14,10,Received,Electricity,3.57
HP,14,10,Generated,Heat,15.46
HP,14,11,Received,Electricity,3.27
HP,14,11,Generated,Heat,14.36
HP,14,12,Received,Electricity,3.4
HP,14,12,Generated,Heat,15.17
HP,14,13,Received,Electricity,2.94
HP,14,13,Generated,Heat,13.44
HP,14,14,Received,Electricity,3.02
HP,14,14,Generated,Heat,13.8
HP,14,15,Received,Electricity,3.51
HP,14,15,Generated,Heat,16.11
HP,14,16,Received,Electricity,3.54
HP,14,16,Generated,Heat,16.11
HP,14,17,Received,Electricity,3.52
HP,14,17,Generated,Heat,16.11
HP,14,18,Received,Electricity,3.55
HP,14,18,Generated,Heat,16.11
HP,14,19,Received,Electricity,3.54
HP,14,19,Generated,Heat,16.11
HP,14,20,Received,Electricity,3.55
HP,14,20,Generated,Heat,16.11
HP,14,21,Received,Electricity,3.59
HP,14,21,Generated,Heat,16.11
HP,14,22,Received,Electricity,3.64
HP,14,22,Generated,Heat,16.11
HP,14,23,Received,Electricity,3.65
HP,14,23,Generated,Heat,16.11
HP,15,0,Received,Electricity,4.19
HP,15,0,Generated,Heat,16.11
HP,15,1,Received,Electricity,4.11
HP,15,1,Generated,Heat,16.11
HP,15,2,Received,Electricity,4.07
HP,15,2,Generated,Heat,16.11
HP,15,3,Received,Electricity,4.02
HP,15,3,Generated,Heat,16.11
HP,15,4,Received,Electricity,3.96
HP,15,4,Generated,Heat,16.11
HP,15,5,Received,Electricity,3.88
HP,15,5,Generated,Heat,16.11
HP,15,6,Received,Electricity,3.88
HP,15,6,Generated,Heat,16.11
HP,15,7,Received,Electricity,3.79
HP,15,7,Generated,Heat,15.69
HP,15,8,Received,Electricity,3.47
HP,15,8,Generated,Heat,14.5
HP,15,9,Received,Electricity,3.79
HP,15,9,Generated,Heat,16.11
